seed,gap,mode,arm,total_events,event_count_L,event_count_R,final_weight_l1,pair_interval,num_pairs_target,completed_pairs,first_L_step,first_R_step,last_L_step,last_R_step,L_to_R_signed_mean,R_to_L_signed_mean,L_to_R_l1,R_to_L_l1,crossing_per_unit_mean,crossing_per_unit_median,crossing_per_unit_min,crossing_per_unit_max,frac_steps_with_crossing,mean_inter_crossing_interval,crossing_balance_lr,crossing_q4_q1_ratio
42,1500,activity,simultaneous,10,5,5,0.11734732148316884,2080,5,5,200,200,8520,8520,-0.001930402683693229,-0.002771660605419776,0.11743397802700241,0.11622091557087184,,,,,,,,
42,1500,activity,separated_control,10,5,5,0.117351740652417,2080,5,5,200,1240,8520,9560,-0.0019343336911789286,-0.002772179511058413,0.11744120023905473,0.11623173890960505,,,,,,,,
42,1500,onset,L_then_R,10,5,5,0.11735701820457026,2080,5,5,200,1700,8520,10020,-0.002032589228828158,-0.002872820794494471,0.11745677036847486,0.1162336829179197,,,,,,,,
42,1500,onset,R_then_L,10,5,5,0.1173587418025843,2080,5,5,1700,200,10020,8520,-0.0020345158739641387,-0.0028708494291582315,0.117456735507665,0.11622966413284222,,,,,,,,
42,1500,onset,simultaneous,10,5,5,0.11736304499207507,2080,5,5,200,200,8520,8520,-0.0020367087403297575,-0.002873540150944819,0.11746152330171623,0.11623258457831943,,,,,,,,
42,1500,onset,separated_control,10,5,5,0.11735642383503996,2080,5,5,200,1240,8520,9560,-0.0020323442918398467,-0.002871755894355969,0.11745679855866582,0.11623125011658987,,,,,,,,
42,1500,threshold_crossing,L_then_R,10,5,5,0.11734432538409097,2080,5,5,200,1700,8520,10020,-0.0020319965627122573,-0.0028691670375750634,0.11744518472676749,0.11621758884284993,7.75,3.0,0,47,0.185,1393.5483870967741,0.02054154995331466,1.3268817204301075
42,1500,threshold_crossing,R_then_L,10,5,5,0.11734117756116204,2080,5,5,1700,200,10020,8520,-0.0020314864675642663,-0.002866191880046932,0.11743912137891892,0.1162103396778576,7.543333333333333,3.0,0,40,0.18064814814814814,1431.7277949624392,0.04276790004805382,1.3461538461538463
42,1500,threshold_crossing,simultaneous,10,5,5,0.11734469634654271,2080,5,5,200,200,8520,8520,-0.002034367921436241,-0.002869948545661303,0.11744372004031453,0.1162150030647599,7.683333333333334,3.0,0,42,0.18212962962962964,1405.6399132321042,0.011225444340505144,1.2901878914405012
42,1500,threshold_crossing,separated_control,10,5,5,0.11734033263443344,2080,5,5,200,1240,8520,9560,-0.0020301018591296375,-0.0028673006459137267,0.11743994642040817,0.11621390302364541,7.986666666666666,3.0,0,49,0.19055555555555556,1352.253756260434,0.03147482014388489,1.2494887525562373
