seed,arm,event_type,subgraph,src_region,tgt_region,n_connections,n_tagged,tag_rate,mean_h_tagged,mean_h_untagged,h_tag_ratio,novelty_tag_ratio,mean_phi_tagged,mean_phi_untagged,auc_h_inverted,auc_novelty,auc_surprise,auc_pos,auc_neg,phi_mass,phi_mass_per_conn,tag_delta_mass,event_pair_dW_l1,shuffle_percentile_novelty,shuffle_percentile_surprise,high_h_tag_rate,low_h_tag_rate,within_auc_novelty,best_predictor,group_verdict
77,closed_loop,R,LM,L,M,1045,0,0.0,nan,0.073181,nan,nan,nan,0.326645,nan,nan,nan,nan,nan,341.343696,0.326645,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
77,closed_loop,R,LR,L,R,4470,72,0.016107,0.098495,0.077976,1.263155,0.931439,0.374722,0.353291,0.375464,0.449728,0.484093,0.399456,0.54767,1580.753235,0.353636,0.000173,0.000173,0.05,0.61,0.023714,0.008501,0.449728,neg,novelty_inverse
77,closed_loop,R,ML,M,L,1010,0,0.0,nan,0.077021,nan,nan,nan,0.34266,nan,nan,nan,nan,nan,346.086219,0.34266,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
77,closed_loop,R,MM,M,M,295,0,0.0,nan,0.069652,nan,nan,nan,0.296698,nan,nan,nan,nan,nan,87.526051,0.296698,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
77,closed_loop,R,MR,M,R,1145,12,0.01048,0.055097,0.077812,0.708082,1.27406,0.218848,0.351392,0.610032,0.671595,0.525522,0.702339,0.445646,400.75323,0.350003,1.1e-05,1.1e-05,0.97,0.85,0.006981,0.013986,0.671595,pos,novelty_pass
77,closed_loop,R,RL,R,L,4375,0,0.0,nan,0.082979,nan,nan,nan,0.376626,nan,nan,nan,nan,nan,1647.740841,0.376626,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
77,closed_loop,R,RM,R,M,1060,0,0.0,nan,0.08081,nan,nan,nan,0.36124,nan,nan,nan,nan,nan,382.914755,0.36124,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
77,closed_loop,R,RR,R,R,4565,84,0.018401,0.092094,0.08936,1.030593,1.095184,0.348513,0.407501,0.460468,0.552529,0.4725,0.419183,0.519779,1855.288934,0.406416,0.000216,0.000216,0.97,0.72,0.023215,0.013585,0.552529,novelty,novelty_pass
77,divergent_warmup_replay,ALL,ALL,ALL,ALL,62790,493,0.007852,0.118005,0.118515,0.995702,1.026899,0.340138,0.3612,0.496492,0.516289,0.477401,0.476101,0.499601,22669.352709,0.361034,0.0013,0.0013,0.88,0.18,0.00809,0.007613,0.516289,novelty,novelty_weak
77,divergent_warmup_replay,ALL,LL,L,L,12488,64,0.005125,0.138053,0.106191,1.300051,0.948459,0.352088,0.329005,0.413764,0.486721,0.490482,0.450112,0.481466,4110.087797,0.329123,0.00028,0.00028,0.26,0.22,0.006246,0.004004,0.486721,surprise,null
77,divergent_warmup_replay,ALL,LM,L,M,2926,0,0.0,nan,0.107416,nan,nan,nan,0.330156,nan,nan,nan,nan,nan,966.036652,0.330156,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
77,divergent_warmup_replay,ALL,LR,L,R,12516,72,0.005753,0.110503,0.115664,0.955383,0.925722,0.385198,0.351912,0.488831,0.443072,0.451019,0.533714,0.513198,4406.925584,0.352103,0.000173,0.000173,0.09,0.03,0.006232,0.005273,0.443072,pos,novelty_inverse
77,divergent_warmup_replay,ALL,ML,M,L,2828,0,0.0,nan,0.113727,nan,nan,nan,0.348394,nan,nan,nan,nan,nan,985.258008,0.348394,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
77,divergent_warmup_replay,ALL,MM,M,M,826,0,0.0,nan,0.102439,nan,nan,nan,0.310935,nan,nan,nan,nan,nan,256.832267,0.310935,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
77,divergent_warmup_replay,ALL,MR,M,R,3206,12,0.003743,0.064327,0.116069,0.55421,1.227716,0.299103,0.349121,0.669824,0.645794,0.744704,0.781961,0.40276,1118.681866,0.348934,1.1e-05,1.1e-05,0.94,1.0,0.001871,0.005614,0.645794,pos,novelty_pass
77,divergent_warmup_replay,ALL,RL,R,L,12250,234,0.019102,0.126159,0.122678,1.028377,1.063476,0.331753,0.374987,0.492007,0.540757,0.457096,0.415666,0.501685,4583.47845,0.374162,0.000601,0.000601,0.98,0.01,0.020082,0.018122,0.540757,novelty,novelty_pass
77,divergent_warmup_replay,ALL,RM,R,M,2968,27,0.009097,0.086929,0.121098,0.717838,1.252697,0.205754,0.366003,0.606647,0.637853,0.564711,0.402005,0.567771,1081.970808,0.364545,1.9e-05,1.9e-05,0.98,1.0,0.005391,0.012803,0.637853,novelty,novelty_pass
77,divergent_warmup_replay,ALL,RR,R,R,12782,84,0.006572,0.104102,0.134112,0.776235,1.078083,0.364827,0.403956,0.585697,0.544463,0.442485,0.576767,0.474703,5160.081277,0.403699,0.000216,0.000216,0.92,0.26,0.005164,0.00798,0.544463,h_inv,novelty_pass
77,divergent_warmup_replay,L,ALL,ALL,ALL,40365,325,0.008052,0.125242,0.133537,0.937883,1.048844,0.32529,0.3617,0.527115,0.53326,0.47306,0.471901,0.505565,14588.181562,0.361407,0.0009,0.0009,0.94,0.07,0.007581,0.008522,0.53326,novelty,novelty_pass
77,divergent_warmup_replay,L,LL,L,L,8028,64,0.007972,0.138053,0.119723,1.153104,0.948675,0.352088,0.332618,0.456792,0.485705,0.493347,0.467724,0.495032,2671.499531,0.332773,0.00028,0.00028,0.36,0.27,0.008969,0.006976,0.485705,neg,null
77,divergent_warmup_replay,L,LM,L,M,1881,0,0.0,nan,0.121031,nan,nan,nan,0.333994,nan,nan,nan,nan,nan,628.242258,0.333994,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
77,divergent_warmup_replay,L,LR,L,R,8046,0,0.0,nan,0.130278,nan,nan,nan,0.352696,nan,nan,nan,nan,nan,2837.789654,0.352696,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
77,divergent_warmup_replay,L,ML,M,L,1818,0,0.0,nan,0.128126,nan,nan,nan,0.348084,nan,nan,nan,nan,nan,632.817195,0.348084,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
77,divergent_warmup_replay,L,MM,M,M,531,0,0.0,nan,0.115188,nan,nan,nan,0.309637,nan,nan,nan,nan,nan,164.417294,0.309637,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
77,divergent_warmup_replay,L,MR,M,R,2061,0,0.0,nan,0.13039,nan,nan,nan,0.347026,nan,nan,nan,nan,nan,715.219752,0.347026,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
77,divergent_warmup_replay,L,RL,R,L,7875,234,0.029714,0.126159,0.138595,0.910275,1.063845,0.331753,0.375745,0.539741,0.540689,0.458918,0.474701,0.499826,2948.701338,0.374438,0.000601,0.000601,0.99,0.0,0.026663,0.032766,0.540689,novelty,novelty_pass
77,divergent_warmup_replay,L,RM,R,M,1908,27,0.014151,0.086929,0.136627,0.636249,1.252881,0.205754,0.365977,0.644712,0.639416,0.567409,0.459901,0.576191,693.95793,0.36371,1.9e-05,1.9e-05,0.98,0.99,0.007338,0.020964,0.639416,h_inv,novelty_pass
77,divergent_warmup_replay,L,RR,R,R,8217,0,0.0,nan,0.150743,nan,nan,nan,0.401063,nan,nan,nan,nan,nan,3295.53661,0.401063,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
77,divergent_warmup_replay,R,ALL,ALL,ALL,22425,168,0.007492,0.104005,0.091489,1.136802,0.984422,0.368863,0.3603,0.423538,0.482749,0.485922,0.482412,0.490793,8081.171147,0.360364,0.0004,0.0004,0.19,0.65,0.010078,0.004905,0.482749,neg,null
